Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Bird,Species_Cat,Species_Dog,Species_Dwarf,Species_Goat,Species_Rabbit Sh,Species_Species_Kitten
2025-09-07,54,64.0,0.0,0.67,6.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,0.6,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,0.6,25.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.6,48.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.6,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,0.53,12.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
2025-09-07,54,64.0,0.0,0.53,75.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.37,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-07,54,64.0,0.0,0.37,0.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-09-07,54,64.0,0.0,0.33,55.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.3,3.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.3,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.27,60.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.23,3.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.23,25.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-09-07,54,64.0,0.0,0.23,7.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.23,7.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.23,0.0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2025-09-07,54,64.0,0.0,0.17,12.0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
2025-09-07,54,64.0,0.0,0.17,4.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.13,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.13,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.13,2.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.07,3.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.03,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.03,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.03,2.75,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.03,2.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2025-09-07,54,64.0,0.0,0.03,2.25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
