Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-14,77,76.0,0.0,0.93,36.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.87,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.77,25.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.73,18.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.63,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.63,84.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.6,36.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.6,36.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
2025-07-14,77,76.0,0.0,0.53,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.5,48.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.47,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.43,15.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.43,26.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.43,36.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.37,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-14,77,76.0,0.0,0.37,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
2025-07-14,77,76.0,0.0,0.33,120.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.33,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.33,60.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.3,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.3,36.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.3,2.75,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.27,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.27,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.27,36.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.27,2.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.23,42.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.23,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.23,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.2,3.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.2,3.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.2,3.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.2,18.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.17,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.17,43.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.17,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.17,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.17,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.17,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.17,1.75,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.17,4.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.17,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.13,24.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.13,25.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.13,40.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.13,61.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2025-07-14,77,76.0,0.0,0.13,2.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.03,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.03,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2025-07-14,77,76.0,0.0,0.03,14.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2025-07-14,77,76.0,0.0,0.03,108.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
