Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Cat,Species_Dog,Species_Guinea Pig,Species_Rabbit Sh,Species_Species_Kitten
2025-07-02,69,71.0,0.0,1.1,60.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,1.1,25.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,1.0,36.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.97,72.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.93,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.93,53.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.9,103.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.9,20.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.9,20.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.87,62.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.87,27.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.8,48.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.77,72.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.7,72.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.5,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.47,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.47,72.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.4,84.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.37,25.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.33,4.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.33,18.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.3,120.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.27,15.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.23,85.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.23,13.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.23,72.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.23,24.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.23,6.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2025-07-02,69,71.0,0.0,0.23,28.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.2,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.2,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.2,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.2,6.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.2,36.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.2,36.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.2,2.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.2,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.2,36.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2025-07-02,69,71.0,0.0,0.2,2.5,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.2,24.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-07-02,69,71.0,0.0,0.17,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.13,5.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.1,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.1,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.1,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.1,2.25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.07,6.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.07,6.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-07-02,69,71.0,0.0,0.03,15.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
