Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Dwarf,Species_Rabbit Sh,Species_Rex,Species_Species_Kitten
2025-08-04,57,64.0,0.0,0.5,48.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.47,8.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-08-04,57,64.0,0.0,0.43,18.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.43,48.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.4,60.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.4,12.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.37,2.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-08-04,57,64.0,0.0,0.37,2.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-08-04,57,64.0,0.0,0.33,24.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.33,24.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.33,36.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.33,73.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.33,46.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.3,0.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-08-04,57,64.0,0.0,0.3,24.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.27,48.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.27,3.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-08-04,57,64.0,0.0,0.27,42.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.23,12.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.17,96.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.17,9.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-08-04,57,64.0,0.0,0.13,63.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.1,12.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.1,12.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.1,12.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2025-08-04,57,64.0,0.0,0.03,6.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2025-08-04,57,64.0,0.0,0.03,72.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
