Date,NumOfAnimals,average_temp,Precipitation,MonthsInCare,AgeInMonths,Season_Spring,Season_Summer,Season_Fall,Season_Winter,DayOfWeek_Monday,DayOfWeek_Tuesday,DayOfWeek_Wednesday,DayOfWeek_Thursday,DayOfWeek_Friday,DayOfWeek_Saturday,DayOfWeek_Sunday,Species_Barn Cat,Species_Cat,Species_Dog,Species_Lionhead,Species_Lop-Holland,Species_Rabbit Sh,Species_Species_Kitten
2025-11-02,84,50.0,50.0,1.33,49.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,1.33,3.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,1.3,37.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,1.2,36.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,1.2,61.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,1.13,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,1.07,30.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,1.07,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.93,96.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.9,17.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.9,65.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.8,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,0.8,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,0.8,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.77,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.77,2.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.77,66.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.63,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.6,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.6,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.57,5.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.57,24.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.57,5.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.57,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.53,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.53,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.53,107.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.5,60.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.37,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,0.37,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2025-11-02,84,50.0,50.0,0.3,24.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.3,6.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.3,96.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.3,24.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.27,8.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.27,24.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.27,25.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.27,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.23,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.23,24.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.23,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.2,96.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.2,72.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.2,60.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.2,13.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2025-11-02,84,50.0,50.0,0.17,2.25,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.17,36.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.17,24.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.17,24.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
2025-11-02,84,50.0,50.0,0.13,3.75,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2025-11-02,84,50.0,50.0,0.1,12.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-11-02,84,50.0,50.0,0.07,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
